RefseqId	GeneId	Chrom	TxStart	TxEnd	Strand	RpkmCondition1	RpkmCondition2	baseMean	log2FoldChange	pvalue	padj	'-LOG10(pval)'	'-LOG10(padj)'
NR_030547	Mir147	chr2	122640802	122640881	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_030551	Mir297a-3	chr2	10472253	10511772	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_030552	Mir297a-4	chr2	10472253	10472340	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_030564	Mir466b-2	chr2	10498684	10498766	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_030565	Mir466b-3	chr2	10503564	10503645	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_030569	Mir466g	chr2	10514594	10514674	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_030571	Mir467c	chr2	10473930	10474027	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_030572	Mir467d	chr2	10507629	10507714	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_030601	Mir466d	chr2	5379389	5483389	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_030609	Mir511	chr2	14261002	14261081	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_030683	Gm14207	chr2	119321198	119326197	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_030712	3110099E03Rik	chr2	115493512	115512201	-	0.00e+00	9.20e-03	0.206965493957373	-1.4238562022677	0.775086285167741	1	1.11e-01	0.00e+00
NR_030757	Mir499	chr2	155622879	155622958	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_030762	Snord17	chr2	144265981	144266202	-	5.84e-01	1.70e+00	4.39797076741011	-1.44456829800879	0.464412157831483	1	3.33e-01	0.00e+00
NR_030769	Nkx2-2os	chr2	147184082	147331681	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_033220	BC039771	chr2	145701194	145753672	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_033225	Gm13375	chr2	20968873	20970348	+	1.97e-01	7.50e-01	11.3672886805377	-1.84629127045533	0.141532914182816	0.999926082898195	8.49e-01	3.21e-05
NR_033447	2810405F15Rik	chr2	116074547	116076096	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_033448	1700025C18Rik	chr2	165078692	165090750	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_033459	Zfp133-ps	chr2	144459279	144467794	+	4.93e-02	1.12e-01	1.51825331771887	-1.07547309624643	0.719674261877786	1	1.43e-01	0.00e+00
NR_033467	Gm11468	chr2	166273907	166294831	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_033468,NR_033469	AU019990	chr2	132598195	132653064	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_033470,NR_033471	Gm10857	chr2	6132868	6140570	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_033473	Platr8	chr2	109902395	109913319	-	8.45e-02	7.13e-02	1.85437366119891	0.335961173432676	0.903274288671757	1	4.42e-02	0.00e+00
NR_033495	Gm13629	chr2	66440879	66547472	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_033505	Gm14164	chr2	152345668	152375322	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_033507	Olfr1077-ps1	chr2	86525660	86528427	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_033513	Gm6793	chr2	75659289	75665756	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_033526	Gm16523	chr2	39157485	39162235	-	1.28e-02	1.02e-02	0.957016825352162	0.33712386708406	0.93747996667385	1	2.80e-02	0.00e+00
NR_033534	Olfr1300-ps1	chr2	111667436	111693319	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_033569	9430021M05Rik	chr2	162661162	162675204	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_033595	Gm13498	chr2	50909683	50911846	+	8.07e-02	7.23e-02	2.96355557461775	0.30449883604299	0.890552194733347	1	5.03e-02	0.00e+00
NR_033632,NR_033634	A630075F10Rik	chr2	170061239	170070778	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_033642	Gm3230	chr2	19655805	19657897	-	1.01e+00	8.49e-01	34.576200562052	0.347255741186334	0.657254398227481	0.999926082898195	1.82e-01	3.21e-05
NR_033782	4921531C22Rik	chr2	179976852	179979013	+	1.11e+00	8.62e-01	33.4862793487983	0.470360123838619	0.546549898786373	0.999926082898195	2.62e-01	3.21e-05
NR_035406,NR_035406_dup1,NR_035406_dup2,NR_035406_dup3,NR_035406_dup4,NR_035406_dup5,NR_035406_dup6,NR_035406_dup7,NR_035406_dup8,NR_035406_dup9	Mir467a-1	chr2	10476345	10476418	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_035408,NR_035408_dup1,NR_035408_dup2,NR_035408_dup3,NR_035408_dup4,NR_035408_dup5,NR_035408_dup6,NR_035408_dup7,NR_035408_dup8,NR_035408_dup9	Mir669a-1	chr2	10501334	10501431	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_035410	Mir669k	chr2	10475299	10475426	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_035411	Mir669g	chr2	10477149	10477272	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_035416	Mir669j	chr2	10477909	10478030	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_035417	Mir669i	chr2	10517603	10517730	+	0.00e+00	3.83e-01	0.413930987914747	-2.24509223451085	0.647821148923778	1	1.89e-01	0.00e+00
NR_035418	Mir669h	chr2	10518154	10518279	+	3.64e-01	0.00e+00	0.432782647221408	2.23590302097659	0.648457896265011	1	1.88e-01	0.00e+00
NR_035426	Mir669e	chr2	10467494	10467613	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_035432	Mir1902	chr2	104428860	104428940	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_035474	Mir669m-1	chr2	10512789	10512887	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_035475	Mir669m-2	chr2	10513433	10513531	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_035476	Mir1951	chr2	115638724	115638813	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_035477	Mir1952	chr2	138819928	138820007	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_035478	Mir1953	chr2	151967528	151967617	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_035479	Mir1954	chr2	32652328	32652414	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_035480	Mir1955	chr2	92191976	92192074	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_036450	Gm14403	chr2	177498225	177512311	+	2.21e-01	2.83e-01	16.6109724586879	-0.228955462266547	0.827480196774463	0.999926082898195	8.22e-02	3.21e-05
NR_036606	1700060C20Rik	chr2	158192007	158195734	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_037217	Mir2861	chr2	32712806	32712888	-	4.08e+00	1.47e+00	4.01729118129524	1.53453808579054	0.498517548296089	1	3.02e-01	0.00e+00
NR_037249,NR_037249_dup1,NR_037249_dup2,NR_037249_dup3,NR_037249_dup4,NR_037249_dup5,NR_037249_dup6,NR_037249_dup7	Mir467a-2	chr2	10498392	10498475	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_037252,NR_037252_dup1,NR_037252_dup2	Mir467a-3	chr2	10491047	10491130	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_037254,NR_037254_dup1,NR_037254_dup2,NR_037254_dup3,NR_037254_dup4,NR_037254_dup5,NR_037254_dup6,NR_037254_dup7	Mir467a-4	chr2	10493509	10493592	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_037256,NR_037256_dup1,NR_037256_dup2,NR_037256_dup3,NR_037256_dup4,NR_037256_dup5,NR_037256_dup6,NR_037256_dup7	Mir467a-5	chr2	10478797	10478880	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_037258,NR_037258_dup1,NR_037258_dup2	Mir467a-6	chr2	10483677	10483760	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_037261,NR_037261_dup1,NR_037261_dup2,NR_037261_dup3,NR_037261_dup4,NR_037261_dup5,NR_037261_dup6,NR_037261_dup7	Mir467a-7	chr2	10476341	10476423	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_037263,NR_037263_dup1,NR_037263_dup2,NR_037263_dup3,NR_037263_dup4,NR_037263_dup5,NR_037263_dup6,NR_037263_dup7	Mir467a-8	chr2	10476341	10476423	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_037265,NR_037265_dup1,NR_037265_dup2,NR_037265_dup3,NR_037265_dup4,NR_037265_dup5,NR_037265_dup6,NR_037265_dup7	Mir467a-9	chr2	10488598	10488681	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_037267,NR_037267_dup1,NR_037267_dup2	Mir467a-10	chr2	10491047	10491130	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_037269	Mir466n	chr2	10513740	10513834	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_037270	Mir3087	chr2	25442778	25442834	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_037271	Mir3088	chr2	28733277	28733351	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_037272	Mir3089	chr2	30721209	30721293	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_037273	Mir3090	chr2	133564707	133564794	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_037274	Mir3091	chr2	180257535	180257611	+	2.50e+00	2.24e+00	3.23504064169525	0.2786397315978	0.907409228280147	1	4.22e-02	0.00e+00
NR_037312	Mir3474	chr2	158638582	158638640	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_037979	Platr26	chr2	71719416	71730966	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_038065	Gm38402	chr2	144465175	144466732	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_038101	Gm14327	chr2	177897162	177927850	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_038162	Stamos	chr2	14070332	14073934	-	2.18e-01	6.49e-01	6.05902119518353	-1.43711677137875	0.377447087948027	1	4.23e-01	0.00e+00
NR_038180	1700061F12Rik	chr2	9189514	9197484	+	0.00e+00	3.82e-01	2.883991732211	-5.01012928837649	0.072027588902522	1	1.14e+00	0.00e+00
NR_038349,NR_038350	AV039307	chr2	120850655	120866690	+	1.19e+00	3.51e-01	10.1426416251549	1.75748182492734	0.219929927839457	0.999926082898195	6.58e-01	3.21e-05
NR_039536	Mir3960	chr2	32712899	32712972	-	7.28e-01	1.67e+00	1.52276171211628	-1.11616142633511	0.732666146803149	1	1.35e-01	0.00e+00
NR_039548	Mir3967	chr2	22654282	22654350	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_039590	Mir5128	chr2	37688200	37688284	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_039591	Mir5129	chr2	45023099	45023177	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_040256,NR_040256_dup1	Gm14405	chr2	176289942	176301588	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_040318	2500004C02Rik	chr2	153341156	153345810	-	3.52e-01	3.50e-01	11.8998902122845	0.141597611747457	0.906432530912621	0.999926082898195	4.27e-02	3.21e-05
NR_040321	Ctcflos	chr2	173124748	173133204	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_040322,NR_040323	Platr14	chr2	104559183	104571429	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_040326	1700017J07Rik	chr2	168978268	168978906	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_040327	E130018N17Rik	chr2	168152602	168154513	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_040330	AI646519	chr2	147361542	147362793	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_040331	E130215H24Rik	chr2	150667493	150668932	+	2.55e+00	2.14e+00	38.8550813829589	0.346770187138987	0.65350751480452	0.999926082898195	1.85e-01	3.21e-05
NR_040332	A930006I01Rik	chr2	103338600	103372764	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_040333	A230108P19Rik	chr2	6193250	6321611	+	9.10e-03	0.00e+00	0.216391323610704	1.33732002476953	0.788669263383526	1	1.03e-01	0.00e+00
NR_040334	D330023K18Rik	chr2	31151048	31152291	-	8.90e-01	1.58e+00	11.0880731301377	-0.737782579589057	0.548575907620133	0.999926082898195	2.61e-01	3.21e-05
NR_040335,NR_040336	D330050G23Rik	chr2	116900151	116912791	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_040348	4930473A02Rik	chr2	130543790	130563749	-	8.90e-01	4.28e-01	16.5946893309558	1.1574549902871	0.273844150715279	0.999926082898195	5.62e-01	3.21e-05
NR_040353	E030013I19Rik	chr2	12301245	12312315	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_040354	Pcsk2os1	chr2	143535475	143547837	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_040356	BB557941	chr2	57127476	57181754	-	2.07e-02	0.00e+00	0.216391323610704	1.33732002476953	0.788669263383526	1	1.03e-01	0.00e+00
NR_040358,NR_040359	Gm14204	chr2	158598172	158610723	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_040361,NR_040362	Gm13483	chr2	50296809	50365000	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_040365	Gm13544	chr2	58276778	58286902	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_040367	Gm16796	chr2	170499356	170511927	-	1.13e-01	9.86e-02	5.93132620605681	0.291398578398721	0.858423334360967	1	6.63e-02	0.00e+00
NR_040368	Gm13944	chr2	77462643	77480938	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_040369	Gm13293	chr2	11339488	11344106	+	3.96e-01	4.13e-01	11.5309826113898	0.0339702478005915	0.977508426017387	0.999926082898195	9.88e-03	3.21e-05
NR_040370	Gm13752	chr2	80391363	80398216	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_040371	Gm14023	chr2	129297369	129307826	+	2.47e-01	1.96e-01	7.10537888181308	0.470882986510111	0.755566845059162	0.999926082898195	1.22e-01	3.21e-05
NR_040372	Gm14169	chr2	156609197	156613422	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_040496	Gad1os	chr2	70489939	70563357	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_040497	1700019E08Rik	chr2	45696604	45698447	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_040498	4933416E03Rik	chr2	159947340	159981289	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_040499	9130015L21Rik	chr2	160016652	160040620	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_040500	1700080N15Rik	chr2	4132064	4141141	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_040501	4930441J16Rik	chr2	74298939	74307717	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_040502	4933406D12Rik	chr2	146542930	146546108	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_040503	8430437L04Rik	chr2	72703509	72729468	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_040504	4930443O20Rik	chr2	85073613	85086461	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_040505	4930405A21Rik	chr2	156714538	156720909	-	1.30e-01	3.75e-01	4.38444558421789	-1.40730948121659	0.454726696475418	1	3.42e-01	0.00e+00
NR_040508	Ccdc34os	chr2	110031249	110050479	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_040509	1700028P15Rik	chr2	171956878	171962799	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_040510	5330411J11Rik	chr2	59382492	59386682	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_040511	9230102O04Rik	chr2	9883040	9889540	-	0.00e+00	1.32e-01	0.827861975829493	-3.23092405040724	0.505393855884826	1	2.96e-01	0.00e+00
NR_040514	4930547E08Rik	chr2	103804451	103810622	-	0.00e+00	6.64e-02	0.308194043737356	-1.71499275149384	0.729839590610572	1	1.37e-01	0.00e+00
NR_040516	4930528P14Rik	chr2	115329265	115344280	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_040517	4930545L23Rik	chr2	135169572	135215616	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_040524	Dbhos	chr2	27144897	27162703	-	1.13e-02	0.00e+00	0.432782647221408	2.23590302097659	0.648457896265011	1	1.88e-01	0.00e+00
NR_040529	Gm13807	chr2	93403546	93417830	+	6.57e-01	8.47e-01	17.1346199616664	-0.277050428216284	0.788728343964831	0.999926082898195	1.03e-01	3.21e-05
NR_040530	Gm10714	chr2	174125037	174183918	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_040532,NR_040533	Gm10804	chr2	93452818	93469874	+	5.87e-02	5.88e-02	1.89102478621756	-0.563754800392552	0.83741400770485	1	7.71e-02	0.00e+00
NR_040608	4931402G19Rik	chr2	120455697	120469367	-	2.09e-01	1.07e-01	6.34595819834892	1.06083036269456	0.506185265989285	1	2.96e-01	0.00e+00
NR_040609	2010009K17Rik	chr2	158070363	158091797	-	0.00e+00	8.53e-02	0.413930987914747	-2.24509223451085	0.647821148923778	1	1.89e-01	0.00e+00
NR_040610	Bcas1os2	chr2	170356360	170380435	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_040611	4930517E11Rik	chr2	124123635	124129956	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_040612	4930583P06Rik	chr2	124217678	124222358	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_040613	Acss2os	chr2	155547039	155556930	-	2.30e-01	7.73e-02	1.71649398640028	1.57909896562358	0.611805597647865	1	2.13e-01	0.00e+00
NR_040614	4930533B01Rik	chr2	113691052	113708550	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_040615	8030442B05Rik	chr2	11338365	11398500	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_040617	Ptprtos	chr2	162390812	162393946	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_040618	9030204H09Rik	chr2	35819189	35823385	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_040619	A930019D19Rik	chr2	146259285	146267160	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_040620	4930573O16Rik	chr2	52291001	52315240	+	5.59e-02	8.83e-02	0.52458536734806	-0.318459305321337	0.948784395417697	1	2.28e-02	0.00e+00
NR_040621	D930015M05Rik	chr2	92408891	92432308	+	1.98e-01	5.06e-02	2.73422436890977	2.13438161268255	0.387654996056167	1	4.12e-01	0.00e+00
NR_040622	Arhgap15os	chr2	44059237	44065324	-	9.05e-02	3.20e-01	6.34912380969005	-1.63193855613724	0.377068031948235	1	4.24e-01	0.00e+00
NR_040623	Chn1os3	chr2	73596525	73616012	+	0.00e+00	1.80e-02	0.413930987914747	-2.24509223451085	0.647821148923778	1	1.89e-01	0.00e+00
NR_040625	Pcsk2os2	chr2	143747582	143789186	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_040631	4930412B13Rik	chr2	117821927	117909136	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_040632	4930515L03Rik	chr2	16918677	17013726	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_040633	4930555B11Rik	chr2	57181830	57188257	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_040634	2310005A03Rik	chr2	155097790	155100079	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_040635	9430019J16Rik	chr2	75436056	75444179	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_040636	Gm13497	chr2	51241830	51295945	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_040637	Gm14015	chr2	106463822	106523103	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_040639	Gm13490	chr2	51656965	51732009	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_040745	B230312C02Rik	chr2	180370857	180385885	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_040747	4930442J19Rik	chr2	151302038	151316003	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_045164	Slc2a4rg-ps	chr2	181384249	181387596	+	2.91e+01	2.02e+01	1309.52851882121	0.616690721832301	0.202803853513214	0.999926082898195	6.93e-01	3.21e-05
NR_045264	AI847159	chr2	129178147	129180673	-	1.38e+00	3.48e-01	15.7311705720611	2.09193475956818	0.0562691834672768	0.752332300641994	1.25e+00	1.24e-01
NR_045269	Sp3os	chr2	72979431	72989249	+	3.44e+00	3.29e+00	68.5157593685679	0.167845014753707	0.790802866756926	0.999926082898195	1.02e-01	3.21e-05
NR_045331	Mir1a-1hg	chr2	180385603	180401802	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_045335	Gm13582	chr2	60964375	60975151	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_045340	Gm13539	chr2	25784616	25787022	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_045729	Nron	chr2	33805815	33813591	+	8.32e-03	9.84e-03	0.579736962456064	-0.152771125792006	0.975364548831474	1	1.08e-02	0.00e+00
NR_045802	4921508D12Rik	chr2	132424740	132452499	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_045827	Alkbh3os1	chr2	93980033	93983575	+	4.56e-01	6.90e-01	15.662502824318	-0.478537240691718	0.667263165021082	0.999926082898195	1.76e-01	3.21e-05
NR_045838	A730036I17Rik	chr2	129218968	129235606	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_045877	Gata5os	chr2	180332856	180340732	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_045894	Gm13446	chr2	35549533	35558702	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_045895,NR_045896	Gm13546	chr2	58163973	58177063	+	3.47e+01	5.78e+01	717.225951905246	-0.484946204318724	0.372184560124989	0.999926082898195	4.29e-01	3.21e-05
NR_045919	1700054M17Rik	chr2	118304913	118308166	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_046014	A530006G24Rik	chr2	147710692	147717632	+	0.00e+00	5.40e-02	0.616388087474713	-2.76671006671712	0.57042491395868	1	2.44e-01	0.00e+00
NR_046046	Gm13710	chr2	84500747	84506873	-	5.48e-02	4.33e-02	0.740976690958764	0.581588358670172	0.904140984489673	1	4.38e-02	0.00e+00
NR_046065	Gm13580	chr2	60411524	60412574	+	0.00e+00	4.34e-02	0.206965493957373	-1.4238562022677	0.775086285167741	1	1.11e-01	0.00e+00
NR_046275	C130021I20Rik	chr2	33641192	33645663	+	0.00e+00	9.42e-03	0.308194043737356	-1.71499275149384	0.729839590610572	1	1.37e-01	0.00e+00
NR_049195	Mir5622	chr2	152865066	152865126	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_102348,NR_102349	6430710C18Rik	chr2	72745845	72813717	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_104353	Gm28042	chr2	120027482	120043032	+	3.07e+00	2.26e+00	240.641468685293	0.52375379675652	0.366968536209149	0.999926082898195	4.35e-01	3.21e-05
NR_105751	Mir195b	chr2	56785810	56785907	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_105752	Mir6335	chr2	67781042	67781140	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_105753	Mir133c	chr2	29475214	29475294	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_105754	Mir6336	chr2	42447438	42447568	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_105755	Mir6337	chr2	65364295	65364400	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_105757	Mir6339	chr2	130016291	130016408	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_105758	Mir6340	chr2	173701029	173701148	-	2.30e+00	0.00e+00	2.44388626846837	4.70963970567358	0.15566303939204	1	8.08e-01	0.00e+00
NR_105847	Mir6419	chr2	17563513	17563626	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_105962	Mir6996	chr2	26470058	26470119	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_105963	Mir6997	chr2	29995949	29996020	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_105964	Mir6998	chr2	31612420	31612484	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_105965	Mir6999	chr2	91944869	91944930	-	1.37e+00	0.00e+00	0.759477161048119	3.02647407122509	0.521313755852454	1	2.83e-01	0.00e+00
NR_105966	Mir7000	chr2	92387383	92387446	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_105967	Mir7001	chr2	93421928	93422007	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_105968	Mir7002	chr2	114150515	114150570	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_105969	Mir6973b	chr2	131040318	131040398	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NR_105970	Mir7003	chr2	163068089	163068155	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
